"id","value","place","geonames_uri","geonames_place"
"igch0711","Goljamo Belovo, 15 km. W of Pazardzik, Bulgaria, 1959","Goljamo Belovo","http://www.geonames.org/731303","Golyamo Belovo (Bulgaria)"
"igch0704","Roksolany (anc. Niconium), Ovidiopol' raion, Odessa oblast, Ukraine, 1958","Roksolany","http://www.geonames.org/695513","Roksolany (Ukraine)"
"igch1430","Asia Minor, southern, c. 1960","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1481","Syria, northern 1953","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch0733","Kitno, c. 60 km. W of Sumen, Bulgaria, 1939","Kitno","",""
"igch1488","Al-Mina, 1936","Al-Mina","http://www.geonames.org/6940725","Al Mina (Yemen)"
"igch0944","Blatnica, 24 km. E of Pazardzik, Bulgaria, 1943","Blatnica","http://www.geonames.org/3061058","Blatnica (Slovakia)"
"igch0194","Chalcis environs, Euboea, 1913","Chalcis environs","",""
"igch2348","La Barrocca, 20 km. NW of Gerona, 1953","La Barrocca","",""
"igch1187","Lesbos, before 1892","Lesbos","http://www.geonames.org/258466","Lesbos Island (Greece)"
"igch0067","Moulki, near Sicyon, 1958","Moulki","http://www.geonames.org/265546","Aiánteion (Greece)"
"igch0846","Sokolica (formerly Dogandzi), SW of Gabrovo, Bulgaria, 1912","Sokolica","http://www.geonames.org/6459914","Sokolica (Bulgaria)"
"igch2366","Fontes, Hérault dept., 1879","Fontes","http://www.geonames.org/2739420","Fontes (Portugal)"
"igch0465","Novo selo, c. 15 km. N of Vidin, Bulgaria, 1958","Novo selo","http://www.geonames.org/862945","Novo Selo (Macedonia)"
"igch0784","Izvorono, near Jambol, Bulgaria, 1933-1934","Izvorono","",""
"igch1157","Priene, Ionia, before 1875","Priene","http://www.geonames.org/7733372","Priene (Turkey)"
"igch2228","Serra Orlando (anc. Morgantina), 4 km. NE of Piazza Armerina, 1963","Serra Orlando","http://www.geonames.org/7774651","Sítio Orlando Gil (Brazil)"
"igch1946","Cariati, 60 km. NNW of Croton, Bruttium, 1957","Cariati","http://www.geonames.org/2525352","Cariati (Italy)"
"igch0773","Bulgaria, southwestern, 1939","Bulgaria","http://www.geonames.org/732800","Bulgaria (Bulgaria)"
"igch1271","Asia Minor, c. 1931","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0237","Sitichoro, near Pharsalus, Thessaly, 1968","Sitichoro","",""
"igch1358","Karacabey (formerly Mihaliç; anc. Miletopolis?), Mysia, 1929","Karacabey","http://www.geonames.org/8632537","Karacabey İlçesi (Turkey)"
"igch1434","Iskenderun (anc. Alexandreia ad Issum) environs, Cilicia, c. 1961","Iskenderun  environs","",""
"igch0017","Corinth, 1928","Corinth","http://www.geonames.org/259289","Corinth (Greece)"
"igch1349","Asia Minor, western?, c. 1946","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1455","Asia Minor, c. 1928","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1272","Larnaca (anc. Citium), , 1933","Larnaca","http://www.geonames.org/146400","Larnaca (Cyprus)"
"igch0783","Ovči kladenec, Jambol district, Bulgaria, 1962","Ovči kladenec","",""
"igch2301","Cani Islands, 23 km. NE of Bizerta, Tunisia, 1916","Cani Islands","http://www.geonames.org/2471895","Îles Cani (Tunisia)"
"igch1225","Izmir region, Ionia, before 1930","Izmir region","",""
"igch2359","Marseille (anc. Massalia), 1857","Marseille","http://www.geonames.org/2995469","Marseille (France)"
"igch0330","Axus, Crete, 1961","Axus","",""
"igch0454","Slana bara, c. 12 km. N of Vidin, Bulgaria, 1940","Slana bara","http://www.geonames.org/727122","Slana Bara (Bulgaria)"
"igch0368","Thessalonica environs, Macedonia, 1859","Thessalonica environs","",""
"igch0278","Poleme, near Marcopoulo, Attica, 1956","Poleme","",""
"igch0295","Delos, 1910(315b)","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch1987","S. Eufemia Lamezia, 8 km. SW of Nicastro, Bruttium, 1865","S. Eufemia Lamezia","",""
"igch2385","Glanum (mod. St.-Rémy-de-Provence), 20 km. S of Avignon, 1955","Glanum","http://www.geonames.org/2977214","Saint-Rémy-de-Provence (France)"
"igch2033","Carife (near anc. Aeclanum), 24 km. SE of Benevento, Samnium, 1895","Carife","http://www.geonames.org/3180517","Carife (Italy)"
"igch1859","Mohmand Border, N of Shabkadar, Gandhara, Pakistan, 1943","Mohmand Border","",""
"igch0277","Keratea, Attica, 1954","Keratea","http://www.geonames.org/260210","Keratéa (Greece)"
"igch2344","Pedreguer, 5 km. SW of Denia, Spain, 1952","Pedreguer","http://www.geonames.org/2512825","Pedreguer (Spain)"
"igch0030","Peloponnesus, 1935","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch1712","Zawiat Razim, 60 km. NW of Cairo, 1923","Zawiat Razim","",""
"igch0637","Sînpetru, near Brasov, Rumania, 1959","Sînpetru","http://www.geonames.org/666947","Sânpetru Nou (Romania)"
"igch1458","Asia Minor, 1955 or earlier","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0702","Benkovski, c. 15 km. N of Plovdiv, Bulgaria, 1954","Benkovski","http://www.geonames.org/733276","Benkovski (Bulgaria)"
"igch1074","Osoviny, Lenino (formerly Sem' Kolodezey) raion, Crimea oblast, Ukraine, 1897","Osoviny","http://www.geonames.org/698265","Osovyny (Ukraine)"
"igch2231","Syracuse, 1950","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch2263","Villanova ( = Monteleone), 25 km. S of Sassari, Sardinia, 1883","Villanova","http://www.geonames.org/3164183","Villanova d'Asti (Italy)"
"igch0871","Varna (anc. Odessus), Bulgaria, 1948","Varna","http://www.geonames.org/726050","Varna (Bulgaria)"
"igch2368","Saint-Romans, 35 km. W of Grenoble, 1960","Saint-Romans","http://www.geonames.org/2977114","Saint-Romans (France)"
"igch1955","Aisaros River, near Croton, Bruttium, 1879?","Aisaros River","",""
"igch2005","Italy, 1862","Italy","http://www.geonames.org/3175395","Italy (Italy)"
"igch0474","Yenikeui, near Amphipolis, Macedonia, 1899","Yenikeui","",""
"igch0040","Arcadia ?, c. 1932","Arcadia","http://www.geonames.org/3604400","Nueva Arcadia (Honduras)"
"igch2226","Canicattini, 20 km. W of Syracuse, 1915","Canicattini","http://www.geonames.org/2525404","Canicattini Bagni (Italy)"
"igch0685","Sacalasau, 30 km. NE of Oradea, Rumania, 1935","Sacalasau","http://www.geonames.org/668346","Sacalasău (Romania)"
"igch1175","Asia Minor, western?, 1961","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2285","Aritzo, 50 km. NE of Oristano, Sardinia, 1858","Aritzo","http://www.geonames.org/2525673","Aritzo (Italy)"
"igch0301","Messenia ?, before 1937","Messenia","http://www.geonames.org/257149","Messenia (Greece)"
"igch0436","Pllanë (anc. Bassania), c. 15 km. SE of Lezhe, Albania, 1960","Pllanë","http://www.geonames.org/3184435","Pllanë (Albania)"
"igch0273","Nea Smyrni, near Athens, c. 1957","Nea Smyrni","http://www.geonames.org/256575","Néa Smýrni (Greece)"
"igch0609","Basarabi, c. 80 km. SW of Craiova, Rumania, 1968","Basarabi","http://www.geonames.org/685311","Basarabi (Romania)"
"igch0380","Olynthus, 1934","Olynthus","http://www.geonames.org/735088","Myriófyto (Greece)"
"igch0715","Thrace ?, 1910-1911","Thrace","http://www.geonames.org/6697803","East Macedonia and Thrace (Greece)"
"igch1794","Pasargadae, 1963","Pasargadae","http://www.geonames.org/121340","Pasargadae (Iran)"
"igch0286","Delos, 1905 (306b)","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch0782","Aleksandrovo, c. 20 km. NW of Stara Zagora, Bulgaria, 1948","Aleksandrovo","http://www.geonames.org/583052","Urochishche Aleksandrovo (Russia)"
"igch1995","Morino, Val Roveto district near Antinum, 1860?","Morino","http://www.geonames.org/525269","Morino (Russia)"
"igch1444","Asia Minor, 1961","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1145","Tyrictaca (mod. Arshintsevo), S of Kerch', Crimea oblast, Ukraine, 1935","Tyrictaca","",""
"igch0602","Cincu, c. 17 km. NW of Fagaras, Rumania, 1958","Cincu","http://www.geonames.org/681826","Comuna Cincu (Romania)"
"igch1033","Zarati, TSkhaltubo raion, Georgia, 1928","Zarati","http://www.geonames.org/120091","Qal‘eh-ye Z̄orātī (Iran)"
"igch0251","Stratus, Acarnania, 1965","Stratus","http://www.geonames.org/6043586","Lac Stratus (Canada)"
"igch1864","Akhnoor, c. 30 km. N of Jammu, Kashmir, before 1946","Akhnoor","",""
"igch0347","Delos, 1905 (306a)","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch0760","Tenevo, c. 15 km. S of Jambol, Bulgaria, 1956","Tenevo","http://www.geonames.org/726482","Tenevo (Bulgaria)"
"igch1470","Aghios Ioannis, near Larnaca. (anc. Citium), 1949","Aghios Ioannis","http://www.geonames.org/444537","Aghios Ioanis (Greece)"
"igch0365","Ptolemais, N of Kozani, Macedonia, 1969","Ptolemais","http://www.geonames.org/734426","Ptolemaida (Greece)"
"igch0680","Kamen, c. 45 km. N of Veliko Târnovo, Bulgaria, 1957","Kamen","http://www.geonames.org/832918","Crni Kamen (Macedonia)"
"igch0148","Gravena, Epirus, , before 1922","Gravena","http://www.geonames.org/3175863","Torrente la Gravena (Italy)"
"igch2322","Tortosa, 1863(1122, 209?)","Tortosa","http://www.geonames.org/3107677","Tortosa (Spain)"
"igch0981","Berezan' Island (anc. Leuke), off the Dnieper-Bug estuary, Ukraine, 1908","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch0396","Gorno Čerkoviste (formerly Simitleri), S of Gabrovo, Bulgaria, 1923","Gorno Čerkoviste","http://www.geonames.org/728964","Morozovo (Bulgaria)"
"igch0394","Chalcidice, Macedonia, 1931 (632a)","Chalcidice","http://www.geonames.org/735805","Chalcidice (Greece)"
"igch1044","Kobuleti, Adzhar ASSR, Georgia, 1949","Kobuleti","http://www.geonames.org/613762","K'obulet'i (Georgia)"
"igch2176","Ragusa, SE Sicily, 1905","Ragusa","http://www.geonames.org/2523650","Ragusa (Italy)"
"igch2006","Taranto, Calabria, 1883","Taranto","http://www.geonames.org/3165926","Taranto (Italy)"
"igch1802","Iran, c. 1970","Iran","http://www.geonames.org/130758","Iran (Iran)"
"igch0810","Razdjal, c. 15 km. S of Silistra, Bulgaria, 1958","Razdjal","",""
"igch1881","Curinga, 30 km. WSW of Catanzaro, Bruttium, 1916","Curinga","http://www.geonames.org/2524872","Curinga (Italy)"
"igch1641","Alexandria, Ramleh suburb, 1893?","Alexandria","http://www.geonames.org/361058","Alexandria (Egypt)"
"igch0801","Greece, northern?, before 1966","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch1297","Mytilene, Lesbos, 1937 (721a)","Mytilene","http://www.geonames.org/256866","Mytilíni (Greece)"
"igch1782","Midyat environs, c. 40 km. N of Nusaybin (anc. Nisibis), Mesopotamia, before 1950","Midyat environs","",""
"igch1321","Rhodes, 1931","Rhodes","http://www.geonames.org/400665","Rhodes (Greece)"
"igch2073","Sicily, 1927-1928","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0339","Athens (Dipylon), 1875","Athens","http://www.geonames.org/264371","Athens (Greece)"
"igch1009","Berezan' Island (anc. Leuke), off the Dnieper-Bug estuary, Ukraine, 1929-1930","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch1142","Kerch, (anc. Panticapaeum), Crimea oblast, Ukraine, 1910","Kerch","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch2197","Gela, 1888","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch1029","Dzhagara, TSalendzhik raion, Georgia, 1931","Dzhagara","",""
"igch1407","Nanekköy, near Kirikkale (anc. Eccobrigia), Galatia, 1954","Nanekköy","",""
"igch1084","Olbia (mod. Parutino), 1968","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch1387","Merzifon, 1967","Merzifon","http://www.geonames.org/6299733","Merzifon (Turkey)"
"igch1372","Amasya (anc. Amasia), Pontus, c. 1860","Amasya","http://www.geonames.org/752015","Amasya (Turkey)"
"igch1330","Priene, Ionia, 1895-8","Priene","http://www.geonames.org/7733372","Priene (Turkey)"
"igch0114","Argos, 1967","Argos","http://www.geonames.org/264670","Argos (Greece)"
"igch1917","South Italy, 1887","South Italy","http://www.geonames.org/3437652","Nueva Italia (Paraguay)"
"igch1064","IUzhnoe (formerly Kelech-Mechet') environs, Feodosiia raion, Crimea oblast, Ukraine, 1892","IUzhnoe  environs","",""
"igch1722","Egypt, before 1967","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch1136","Khortitsa Island, in the city of Zaporozh'e, Ukraine, 1929","Khortitsa Island","http://www.geonames.org/706262","Ostriv Khortytsya (Ukraine)"
"igch0218","Athens, 1947","Athens","http://www.geonames.org/264371","Athens (Greece)"
"igch0190","Kakovatos, Elis, 1963","Kakovatos","http://www.geonames.org/261631","Kakóvatos (Greece)"
"igch0881","Nesebâr (anc. Mesembria) environs, c. 40 km. NE of Burgas, Bulgaria, 1935","Nesebâr  environs","",""
"igch2011","Sessa (anc. Suessa Aurunca), Campania, 1930?","Sessa","http://www.geonames.org/3166614","Sessa Aurunca (Italy)"
"igch0973","Greece, northern?, 1934-1935","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch1292","Mugla (anc. Pisye), Caria, 1945","Mugla","http://www.geonames.org/304184","Muğla (Turkey)"
"igch1284","Rhodes, 1922","Rhodes","http://www.geonames.org/400665","Rhodes (Greece)"
"igch1621","Beirut (anc. Berytus), Phoenicia, 1950","Beirut","http://www.geonames.org/276781","Beirut (Lebanon)"
"igch1196","Asia Minor, western, before 1894","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2350","Gerona, 1931","Gerona","http://www.geonames.org/3545867","Nueva Gerona (Cuba)"
"igch1810","Nehavend, c. 70 km. S of Hamadan (anc. Ecbatana, Media), 1935","Nehavend","http://www.geonames.org/122915","Nahavand (Iran)"
"igch1365","Izmit (anc. Nicomedia), Bithynia, 1948","Izmit","http://www.geonames.org/745028","İzmit (Turkey)"
"igch1148","Crimea, Ukraine?, 1945-1965","Crimea","http://www.geonames.org/703883","Avtonomna Respublika Krym (Ukraine)"
"igch1422","Asia Minor, southern, c. 1960","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2267","Tunisia, before 1935","Tunisia","http://www.geonames.org/2464461","Tunisia (Tunisia)"
"igch0456","Metalla, 15 km. from Serres, Macedonia„1967","Metalla","http://www.geonames.org/735167","Métalla (Greece)"
"igch0861","Novo selo, c. 12 km. N of Stara Zagora, Bulgaria, 1955","Novo selo","http://www.geonames.org/862945","Novo Selo (Macedonia)"
"igch0803","Kârdzali district, Bulgaria, 1931","Kârdzali district","",""
"igch0043","Elis, 1918","Elis","http://www.geonames.org/261797","Ilia Prefecture (Greece)"
"igch0108","Mycenae, 1939","Mycenae","http://www.geonames.org/257058","Mycenae (Greece)"
"igch0133","Thessaly, 1966","Thessaly","http://www.geonames.org/6697809","Thessaly (Greece)"
"igch0575","Vâlĉi trân, Pleven district, Bulgaria, 1933","Vâlĉi trân","",""
"igch1203","Chalki, island near Rhodes, , 1903","Chalki","http://www.geonames.org/260143","Nísos Chálki (Greece)"
"igch1904","Paestum (anc. Poseidonia), Lucania, 1858","Paestum","http://www.geonames.org/3171709","Paestum (Italy)"
"igch1352","Bodrum (anc. Halicarnassus), Caria, 1888","Bodrum","http://www.geonames.org/320995","Bodrum (Turkey)"
"igch0888","Propontis, Thracian Coast, 1950","Propontis","http://www.geonames.org/630669","Sea of Marmara ()"
"igch0623","Brîncoveanu, c. 42 km. WNW of Bucharest, Rumania, 1967","Brîncoveanu","http://www.geonames.org/683682","Brâncoveanu (Romania)"
"igch1007","Olbia (mod. Parutino), 1968","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch0416","Sinj, 25 km. NE of Split, Dalmatia, Yugoslavia, before 1939","Sinj","http://www.geonames.org/3190865","Sinj (Croatia)"
"igch0297","Delos, 1912","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch1461","Asia Minor, 1966","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1976","Calabria, 1887","Calabria","http://www.geonames.org/2523630","Reggio Calabria (Italy)"
"igch1118","Olbia (mod. Parutino), 1946","Olbia","http://www.geonames.org/6299573","Olbia - Costa Smeralda Airport (Italy)"
"igch1176","Gordium, Phrygia, , 1963","Gordium","http://www.geonames.org/313958","Gordion (Turkey)"
"igch2038","Metaponto, Lucania, 1955","Metaponto","http://www.geonames.org/3173518","Stazione di Metaponto (Italy)"
"igch0869","Plovdiv (anc. Philippopolis), Bulgaria, 1907","Plovdiv","http://www.geonames.org/728193","Plovdiv (Bulgaria)"
"igch0894","Kralev dol, c. 20 km. S of Sofia, Bulgaria, 1962","Kralev dol","http://www.geonames.org/6459179","Kralev dol (Bulgaria)"
"igch0412","Ruzanci, near Vraca, Bulgaria, 19291930","Ruzanci","",""
"igch0183","Sicyon, 1936","Sicyon","http://www.geonames.org/253878","SiKyona (Greece)"
"igch0132","Talanta, near Monemvasia, Laconia, 1948 or earlier","Talanta","http://www.geonames.org/253057","Tálanda (Greece)"
"igch1406","Gordium, 1951","Gordium","http://www.geonames.org/313958","Gordion (Turkey)"
"igch2117","Lentini environs, 1957","Lentini environs","",""
"igch2291","Sardinia, 1933","Sardinia","http://www.geonames.org/2523227","Sardinia (Italy)"
"igch0652","Suhaia, 35 km. E of Turnu Magurele, Rumania, 1964","Suhaia","http://www.geonames.org/665812","Comuna Suhaia (Romania)"
"igch0152","Phaestus region, Crete, 1953","Phaestus region","",""
"igch0093","Lamia district (village of St. Theodore), Thessaly, 1901-1902","Lamia district","",""
"igch0492","Koilovici, 15 km. NE of Pleven, Bulgaria, 1951","Koilovici","",""
"igch0318","Hierapytna (mod. Hierapetra) ?, Crete, 1935 ?","Hierapytna","",""
"igch1115","Olbia (mod. Parutino), 1946","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch1672","Abusir (anc. Busiris), 30 km. SW of El Mansûra, 1901","Abusir","http://www.geonames.org/362069","Abusir (Egypt)"
"igch1507","Abu Shusheh, near anc. Gezer, Judaea, 1930 or earlier","Abu Shusheh","",""
"igch0626","Popesti-Leordeni, near Bucharest, Rumania, 1869","Popesti-Leordeni","http://www.geonames.org/669869","Oraş Popeşti Leordeni (Romania)"
"igch1404","Gordium, 1963","Gordium","http://www.geonames.org/313958","Gordion (Turkey)"
"igch1546","Aleppo (anc. Beroea), Cyrrhestica, , 1931","Aleppo","http://www.geonames.org/170063","Aleppo (Syria)"
"igch1669","Egypt, 1894","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch1820","Balkh (anc. Bactra) environs, Bactriana, 1966","Balkh  environs","",""
"igch1247","Gordium, Phrygia, 1957","Gordium","http://www.geonames.org/313958","Gordion (Turkey)"
"igch0558","Lezhe (Lesh, Alessio; anc. Lissus), Albania, 1919","Lezhe (Lesh","http://www.geonames.org/3184935","Lezhë (Albania)"
"igch2354","Monaco (anc. Monoikos), 1880","Monaco","http://www.geonames.org/2993458","Monaco (Monaco)"
"igch1510","Khirbet el-Kerak (Hebrew Kinneret), c. 7 km. S of Tiberias, Galilee, 1936","Khirbet el-Kerak","",""
"igch2262","Orrestano (Oristano; anc. Othoca), 100 km. NNW of Cagliari, Sardinia, 1935 ?","Orrestano","",""
